report_file,report_month,street_address,neighborhood,zip_code,county,docket_number,case_status,closing_date,close_code,monthly_mci_incr_per_room,name,claim_cost,allow_cost
november-2025-mci-closed-case-report.pdf,2025-11,70-41 66TH ST,GLENDALE,11385,QUEENS,NR110014OM,CLOSED,11/20/2025,GP,2.89,NEW STOOP,6000.00,6000.00
november-2025-mci-closed-case-report.pdf,2025-11,70-41 66TH ST,GLENDALE,11385,QUEENS,NR110014OM,CLOSED,11/20/2025,GP,2.89,HAND RAILS & FENCES,2800.00,1300.00
july-2025-mci-closed-case-report.pdf,2025-07,1015 GERARD AVE,BRONX,10452,BRONX,MX630017OM,CLOSED,07/29/2025,GP,11.76,EXT/FACADE RESTORATN,398108.50,348269.00
july-2025-mci-closed-case-report.pdf,2025-07,1015 GERARD AVE,BRONX,10452,BRONX,MX630017OM,CLOSED,07/29/2025,GP,11.76,ENGINEERING,38555.00,0.00
july-2025-mci-closed-case-report.pdf,2025-07,2406 LORILLARD PL,BRONX,10458,BRONX,NN610011OM,CLOSED,07/17/2025,GP,7.44,GAS REPIPING,102350.00,100750.11
july-2025-mci-closed-case-report.pdf,2025-07,354 E MOSHOLU PKWY S,BRONX,10458,BRONX,MO610032OM,CLOSED,07/17/2025,GP,9.35,EXT/FACADE RESTORATN,241375.40,201042.00
july-2025-mci-closed-case-report.pdf,2025-07,354 E MOSHOLU PKWY S,BRONX,10458,BRONX,MO610032OM,CLOSED,07/17/2025,GP,9.35,TV/SECURITY SYSTEM,46906.19,24678.49
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,NEW ROOF,76492.37,76492.37
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,ELEVATOR UPGRADING,187600.00,185993.90
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,PARAPETS,115947.40,106400.00
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,EXT/FACADE RESTORATN,201480.00,186538.00
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,SIDEWALK BRIDGE,30025.00,29525.40
july-2025-mci-closed-case-report.pdf,2025-07,2324 MORRIS AVE,BRONX,10468,BRONX,LO610030OM,CLOSED,07/25/2025,GP,25.16,ENGINEERING FEES,57823.75,0.00
july-2025-mci-closed-case-report.pdf,2025-07,610 TRINITY AVE,BRONX,10455,BRONX,NN610013OM,CLOSED,07/25/2025,DE,,NEW ROOF,276000.00,
july-2025-mci-closed-case-report.pdf,2025-07,675 E 234TH ST,BRONX,10466,BRONX,NO610003OM,CLOSED,07/21/2025,GP,11.29,ELEVATOR UPGRADING,265000.00,223560.18
july-2025-mci-closed-case-report.pdf,2025-07,675 E 234TH ST,BRONX,10466,BRONX,NO610006OM,CLOSED,07/21/2025,DE,,NEW ROOF,212000.00,
july-2025-mci-closed-case-report.pdf,2025-07,1683 TO 1685 UNIVERSITY AVE,BRONX,10453,BRONX,MW610010OM,CLOSED,07/11/2025,GP,2.04,BOILER,105000.00,63160.00
july-2025-mci-closed-case-report.pdf,2025-07,3031 HOLLAND AVE,BRONX,10467,BRONX,NP610010OM,CLOSED,07/31/2025,DE,,NEW ROOF,125000.00,
july-2025-mci-closed-case-report.pdf,2025-07,1218 WHEELER AVE,BRONX,10472,BRONX,MX610021OM,CLOSED,07/07/2025,GR,27.73,NEW ROOF,192360.00,192360.00
july-2025-mci-closed-case-report.pdf,2025-07,1218 WHEELER AVE,BRONX,10472,BRONX,MX610021OM,CLOSED,07/07/2025,GR,27.73,PARAPETS,27268.00,27268.00
july-2025-mci-closed-case-report.pdf,2025-07,1584 E 172ND ST,BRONX,10472,BRONX,MT610013OM,CLOSED,07/17/2025,GP,14.9,EXT/FACADE RESTORATN,345000.00,343382.79
july-2025-mci-closed-case-report.pdf,2025-07,1584 E 172ND ST,BRONX,10472,BRONX,MT610013OM,CLOSED,07/17/2025,GP,14.9,NEW ROOF,50000.00,50000.00
july-2025-mci-closed-case-report.pdf,2025-07,30 PILOT ST,BRONX,10464,BRONX,NM610005OM,CLOSED,07/17/2025,GR,5.98,ELEVATOR UPGRADING,168250.90,168250.90
july-2025-mci-closed-case-report.pdf,2025-07,1280 E 12TH ST,BROOKLYN,11230,KINGS,NR230009OM,CLOSED,07/31/2025,VO,,,,
july-2025-mci-closed-case-report.pdf,2025-07,550 55TH ST,BROOKLYN,11220,KINGS,NN210007OM,CLOSED,07/30/2025,GR,2.66,BOILER,28000.00,28000.00
july-2025-mci-closed-case-report.pdf,2025-07,499 SAINT JOHNS PL,BROOKLYN,11238,KINGS,MT210018OM,CLOSED,07/23/2025,GR,29.01,ROOF,100250.00,100250.00
july-2025-mci-closed-case-report.pdf,2025-07,1115 CARROLL ST,BROOKLYN,11225,KINGS,NO230027OM,CLOSED,07/24/2025,GP,0.65,HOT WATER HEATER,4675.00,4051.10
july-2025-mci-closed-case-report.pdf,2025-07,568 83RD ST,BROOKLYN,11209,KINGS,NO210023OM,CLOSED,07/29/2025,GP,5.13,BOILER,18000.00,17712.30
july-2025-mci-closed-case-report.pdf,2025-07,1735 E 13TH ST,BROOKLYN,11229,KINGS,MS210007OM,CLOSED,07/25/2025,GP,1.94,EXT/FACADE RESTORATN,96900.00,96765.00
july-2025-mci-closed-case-report.pdf,2025-07,2250 E 4TH ST,BROOKLYN,11223,KINGS,MS210022OM,CLOSED,07/18/2025,GP,5.56,EXT/FACADE RESTORATN,344968.90,344169.00
july-2025-mci-closed-case-report.pdf,2025-07,1169 OCEAN AVE,BROOKLYN,11230,KINGS,LU210026OM,CLOSED,07/10/2025,GP,36.72,POINTNG & WATERPROOF,1360976.50,1239045.44
july-2025-mci-closed-case-report.pdf,2025-07,1169 OCEAN AVE,BROOKLYN,11230,KINGS,LU210026OM,CLOSED,07/10/2025,GP,36.72,BOILER,380000.00,363605.00
july-2025-mci-closed-case-report.pdf,2025-07,193 QUINCY ST,BROOKLYN,11216,KINGS,MS210003OM,CLOSED,07/03/2025,GP,3.76,NEW ROOF,48000.00,0.00
july-2025-mci-closed-case-report.pdf,2025-07,193 QUINCY ST,BROOKLYN,11216,KINGS,MS210003OM,CLOSED,07/03/2025,GP,3.76,SIDEWALK,5000.00,5000.00
july-2025-mci-closed-case-report.pdf,2025-07,193 QUINCY ST,BROOKLYN,11216,KINGS,MS210003OM,CLOSED,07/03/2025,GP,3.76,EXT/FACADE RESTORATN,30580.00,25322.70
july-2025-mci-closed-case-report.pdf,2025-07,193 QUINCY ST,BROOKLYN,11216,KINGS,MS210003OM,CLOSED,07/03/2025,GP,3.76,LIGHT FIXTURES,1830.00,0.00
july-2025-mci-closed-case-report.pdf,2025-07,193 QUINCY ST,BROOKLYN,11216,KINGS,MS210003OM,CLOSED,07/03/2025,GP,3.76,PAINT HALLS/STAIRS,11900.00,0.00
july-2025-mci-closed-case-report.pdf,2025-07,570 FORT WASHINGTON AVE,NEW YORK,10033,MANHATTAN,NO430018OM,CLOSED,07/22/2025,GR,4,NEW ROOF,180000.00,180000.00
july-2025-mci-closed-case-report.pdf,2025-07,66 W 9TH ST,NEW YORK,10011,MANHATTAN,NQ410001OM,CLOSED,07/23/2025,GR,2.01,VIDEO INTERCOM,27500.00,27500.00
july-2025-mci-closed-case-report.pdf,2025-07,411 TO 415 E 64TH ST,NEW YORK,10065,MANHATTAN,LO410020OM,CLOSED,07/07/2025,GP,15.59,APARTMENT WINDOWS,1553493.03,1459700.00
july-2025-mci-closed-case-report.pdf,2025-07,411 TO 415 E 64TH ST,NEW YORK,10065,MANHATTAN,LO410020OM,CLOSED,07/07/2025,GP,15.59,ARCHITECT FEES,72667.75,0.00
july-2025-mci-closed-case-report.pdf,2025-07,220 TO 224 E 75TH ST,NEW YORK,10021,MANHATTAN,MW430011OM,CLOSED,07/09/2025,GP,24.28,ELEVATOR UPGRADING,255878.06,253633.76
july-2025-mci-closed-case-report.pdf,2025-07,559 W 140TH ST,NEW YORK,10031,MANHATTAN,NM410014OM,CLOSED,07/30/2025,GP,10.3,BOILER,111648.06,109719.82
july-2025-mci-closed-case-report.pdf,2025-07,57 TO 59 W 106TH ST,NEW YORK,10025,MANHATTAN,NP430004OM,CLOSED,07/25/2025,GR,13.61,EXT/FACADE RESTORATN,159300.00,159300.00
july-2025-mci-closed-case-report.pdf,2025-07,327 SAINT NICHOLAS AVE,NEW YORK,10027,MANHATTAN,LU410012OM,CLOSED,07/07/2025,GP,68.06,EXT/FACADE RESTORATN,2797619.51,2125839.96
july-2025-mci-closed-case-report.pdf,2025-07,327 SAINT NICHOLAS AVE,NEW YORK,10027,MANHATTAN,LU410012OM,CLOSED,07/07/2025,GP,68.06,ARCHITECTURAL FEES,315364.00,0.00
july-2025-mci-closed-case-report.pdf,2025-07,98-11 65TH AVE,REGO PARK,11374,QUEENS,NO130002OM,CLOSED,07/22/2025,GR,10.27,ELEVATOR UPGRADING,174459.10,174459.10
july-2025-mci-closed-case-report.pdf,2025-07,25-21 TO 25-23 31ST AVE,ASTORIA,11106,QUEENS,NO110004OM,CLOSED,07/18/2025,GR,7.61,NEW ROOF,273800.00,273800.00
july-2025-mci-closed-case-report.pdf,2025-07,87-15 37TH AVE,JACKSON HEIGHTS,11372,QUEENS,MX110010OM,CLOSED,07/11/2025,GP,23.61,EXT/FACADE RESTORATN,1175420.00,983957.00
july-2025-mci-closed-case-report.pdf,2025-07,87-15 37TH AVE,JACKSON HEIGHTS,11372,QUEENS,MX110010OM,CLOSED,07/11/2025,GP,23.61,EXT. FACADE SCAFFOLD,15350.00,15350.00
july-2025-mci-closed-case-report.pdf,2025-07,87-15 37TH AVE,JACKSON HEIGHTS,11372,QUEENS,MX110010OM,CLOSED,07/11/2025,GP,23.61,SIDE WALK SHED,59500.00,59000.00
july-2025-mci-closed-case-report.pdf,2025-07,87-15 37TH AVE,JACKSON HEIGHTS,11372,QUEENS,MX110010OM,CLOSED,07/11/2025,GP,23.61,ENGINEERING FEES,100000.00,0.00
june-2024-mci-closed-case-report.pdf,2024-06,1160 MIDLAND AVE,BRONXVILLE,10708,WESTCHESTER,MN910008OM,CLOSED,06/21/2024,GP,3.44,BOILER,230025.00,230025.00
june-2024-mci-closed-case-report.pdf,2024-06,1160 MIDLAND AVE,BRONXVILLE,10708,WESTCHESTER,MN910008OM,CLOSED,06/21/2024,GP,3.44,TERRACES,114060.20,0.00
june-2024-mci-closed-case-report.pdf,2024-06,1165 SHAKESPEARE AVE,BRONX,10452,BRONX,MM610030OM,CLOSED,06/20/2024,GP,6.35,ELEVATOR UPGRADING,137200.00,135850.52
june-2024-mci-closed-case-report.pdf,2024-06,1299 GRAND CONCOURSE,BRONX,10452,BRONX,LX610004OM,CLOSED,06/26/2024,DE,,NEW ROOF,104000.00,
june-2024-mci-closed-case-report.pdf,2024-06,47 FEATHERBED LN,BRONX,10452,BRONX,LW610005OM,CLOSED,06/12/2024,GP,1.72,BOILER,85000.00,42213.60
june-2024-mci-closed-case-report.pdf,2024-06,211 BEDFORD PARK BLVD,BRONX,10458,BRONX,LS610010OM,CLOSED,06/24/2024,GP,19.43,EXT/FACADE RESTORATN,557000.00,545000.00
june-2024-mci-closed-case-report.pdf,2024-06,144 E 208TH ST,BRONX,10467,BRONX,LU610021OM,CLOSED,06/05/2024,GP,6.78,GAS REPIPING,121145.80,109145.80
june-2024-mci-closed-case-report.pdf,2024-06,144 E 208TH ST,BRONX,10467,BRONX,LU610021OM,CLOSED,06/05/2024,GP,6.78,MAIN ENTRANCE DOORS,9400.00,4104.00
june-2024-mci-closed-case-report.pdf,2024-06,271 E 197TH ST,BRONX,10458,BRONX,LS610004OM,CLOSED,06/28/2024,GP,22.37,EXT/FACADE RESTORATN,570000.00,499924.00
june-2024-mci-closed-case-report.pdf,2024-06,75 W 190TH ST,BRONX,10468,BRONX,MM610037OM,CLOSED,06/28/2024,VO,,,,
june-2024-mci-closed-case-report.pdf,2024-06,643 SOUTHERN BLVD,BRONX,10455,BRONX,JT610001OM,CLOSED,06/13/2024,DE,,REWIRING,191675.00,
june-2024-mci-closed-case-report.pdf,2024-06,1730 HARRISON AVE,BRONX,10453,BRONX,LS610030OM,CLOSED,06/13/2024,GP,23.48,EXT/FACADE RESTORATN,501033.64,406005.64
june-2024-mci-closed-case-report.pdf,2024-06,1730 HARRISON AVE,BRONX,10453,BRONX,LS610030OM,CLOSED,06/13/2024,GP,23.48,ROOF,128339.70,127339.70
june-2024-mci-closed-case-report.pdf,2024-06,1730 HARRISON AVE,BRONX,10453,BRONX,LS610030OM,CLOSED,06/13/2024,GP,23.48,PARAPETS,458834.00,428234.00
june-2024-mci-closed-case-report.pdf,2024-06,1730 HARRISON AVE,BRONX,10453,BRONX,LS610030OM,CLOSED,06/13/2024,GP,23.48,SIDEWALK SHED,39600.00,39600.00
june-2024-mci-closed-case-report.pdf,2024-06,1730 HARRISON AVE,BRONX,10453,BRONX,LS610030OM,CLOSED,06/13/2024,GP,23.48,PARAPET RAILINGS,32000.00,32000.00
june-2024-mci-closed-case-report.pdf,2024-06,648 E 233RD ST,BRONX,10466,BRONX,LT610014OM,CLOSED,06/05/2024,GP,17.6,EXT/FACADE RESTORATN,195000.00,194589.40
june-2024-mci-closed-case-report.pdf,2024-06,2719 SEDGWICK AVE,BRONX,10468,BRONX,LV610021OM,CLOSED,06/17/2024,GP,4.57,BOILER,80000.00,74950.00
june-2024-mci-closed-case-report.pdf,2024-06,180 E 162ND ST,BRONX,10451,BRONX,LT610024OM,CLOSED,06/21/2024,GR,4.42,BOILER/BURNER,141485.10,141485.10
june-2024-mci-closed-case-report.pdf,2024-06,1730 TO 1740 MULFORD AVE,BRONX,10461,BRONX,LU610016OM,CLOSED,06/20/2024,GP,2.94,ELEVATOR UPGRADING,480845.00,476960.52
june-2024-mci-closed-case-report.pdf,2024-06,777 SAINT MARKS AVE,BROOKLYN,11213,KINGS,LR230016OM,CLOSED,06/17/2024,GR,20.89,APARTMENT WINDOWS,531282.00,531282.00
june-2024-mci-closed-case-report.pdf,2024-06,777 SAINT MARKS AVE,BROOKLYN,11213,KINGS,LR230016OM,CLOSED,06/17/2024,GR,20.89,WINDOWS - HALLWAY,91188.00,91188.00
june-2024-mci-closed-case-report.pdf,2024-06,777 SAINT MARKS AVE,BROOKLYN,11213,KINGS,LR230016OM,CLOSED,06/17/2024,GR,20.89,WINDOWS - BASEMENT,30530.00,30530.00
june-2024-mci-closed-case-report.pdf,2024-06,777 SAINT MARKS AVE,BROOKLYN,11213,KINGS,LT230025OM,CLOSED,06/06/2024,GP,45.93,EXT/FACADE RESTORATN,1093219.00,980619.00
june-2024-mci-closed-case-report.pdf,2024-06,777 SAINT MARKS AVE,BROOKLYN,11213,KINGS,LT230025OM,CLOSED,06/06/2024,GP,45.93,PARAPETS,455465.00,455465.00
june-2024-mci-closed-case-report.pdf,2024-06,156 TO 158 ADELPHI ST,BROOKLYN,11205,KINGS,MQ210014OM,CLOSED,06/18/2024,VO,,,,
june-2024-mci-closed-case-report.pdf,2024-06,201 CROWN ST,BROOKLYN,11225,KINGS,LW210009OM,CLOSED,06/25/2024,GP,8.41,EXT/FACADE RESTORATN,77325.00,73825.00
june-2024-mci-closed-case-report.pdf,2024-06,201 CROWN ST,BROOKLYN,11225,KINGS,LW210009OM,CLOSED,06/25/2024,GP,8.41,SIDEWALK SHED,10000.00,10000.00
june-2024-mci-closed-case-report.pdf,2024-06,201 CROWN ST,BROOKLYN,11225,KINGS,LW210009OM,CLOSED,06/25/2024,GP,8.41,ELEVATOR UPGRADING,149632.69,148180.07
june-2024-mci-closed-case-report.pdf,2024-06,121 TO 123 RIVINGTON ST,NEW YORK,10002,MANHATTAN,MO410009OM,CLOSED,06/27/2024,GR,0.4,TV/SECURITY SYSTEM,7000.00,7000.00
june-2024-mci-closed-case-report.pdf,2024-06,725 W 172ND ST,NEW YORK,10032,MANHATTAN,KW430026OM,CLOSED,06/28/2024,GP,16.96,PARAPETS,256086.38,256086.38
june-2024-mci-closed-case-report.pdf,2024-06,725 W 172ND ST,NEW YORK,10032,MANHATTAN,KW430026OM,CLOSED,06/28/2024,GP,16.96,EXT/FACADE RESTORATN,234500.02,233166.43
june-2024-mci-closed-case-report.pdf,2024-06,240 CABRINI BLVD,NEW YORK,10033,MANHATTAN,LW430014OM,CLOSED,06/24/2024,GP,8.7,ELEVATOR UPGRADING,244825.00,222991.40
june-2024-mci-closed-case-report.pdf,2024-06,490 W 187TH ST,NEW YORK,10033,MANHATTAN,HR410300OM,CLOSED,06/27/2024,DE,,POINTNG & WATERPROOF,185000.00,
june-2024-mci-closed-case-report.pdf,2024-06,426 SAINT NICHOLAS AVE,NEW YORK,10027,MANHATTAN,MM410032OM,CLOSED,06/26/2024,GP,1.01,SECURITY CAMERAS,17855.52,7279.13
june-2024-mci-closed-case-report.pdf,2024-06,118 W 131ST ST,NEW YORK,10027,MANHATTAN,MP410016OM,CLOSED,06/06/2024,VO,,,,
june-2024-mci-closed-case-report.pdf,2024-06,784 COLUMBUS AVE,NEW YORK,10025,MANHATTAN,HP410101OM,CLOSED,06/27/2024,DE,,ELEVATOR UPGRADING,1405000.00,
june-2024-mci-closed-case-report.pdf,2024-06,784 COLUMBUS AVE,NEW YORK,10025,MANHATTAN,HP410101OM,CLOSED,06/27/2024,DE,,COMPACTOR,57750.00,
june-2024-mci-closed-case-report.pdf,2024-06,784 COLUMBUS AVE,NEW YORK,10025,MANHATTAN,HP410101OM,CLOSED,06/27/2024,DE,,ENTRANCE DOORS,120000.00,
june-2024-mci-closed-case-report.pdf,2024-06,784 COLUMBUS AVE,NEW YORK,10025,MANHATTAN,HP410101OM,CLOSED,06/27/2024,DE,,INTERCOM/REL. WORK,206862.50,
june-2024-mci-closed-case-report.pdf,2024-06,784 COLUMBUS AVE,NEW YORK,10025,MANHATTAN,HP410101OM,CLOSED,06/27/2024,DE,,BURNER/GAS CONVERS'N,1064359.00,
june-2024-mci-closed-case-report.pdf,2024-06,23 TO 25 GREENE ST,NEW YORK,10013,MANHATTAN,GU410060OM,CLOSED,06/28/2024,DE,,ASBESTOS REMOVAL,52700.00,
june-2024-mci-closed-case-report.pdf,2024-06,23 TO 25 GREENE ST,NEW YORK,10013,MANHATTAN,GU410060OM,CLOSED,06/28/2024,DE,,NEW ROOF,120000.00,
june-2024-mci-closed-case-report.pdf,2024-06,210-34 TO 210-40 GRAND CENTRAL,JAMAICA,11427,QUEENS,LW110013OM,CLOSED,06/05/2024,GR,8.46,BOILER/BURNER,195500.00,195500.00
june-2024-mci-closed-case-report.pdf,2024-06,208-26 TO 208-30 GRAND CENTRAL,JAMAICA,11427,QUEENS,LX110018OM,CLOSED,06/06/2024,GR,8.46,BOILER/BURNER,195500.00,195500.00
june-2024-mci-closed-case-report.pdf,2024-06,86-09 TO 86-15 208TH ST,QUEENS VILLAGE,11427,QUEENS,LX110007OM,CLOSED,06/07/2024,GR,8.46,BOILER/BURNER,195500.00,195500.00
june-2024-mci-closed-case-report.pdf,2024-06,90-10 TO 90-24 WINCHESTER BLVD,QUEENS VILLAGE,11428,QUEENS,MM110012OM,CLOSED,06/07/2024,GP,36.23,EXT/FACADE RESTORATN,762112.00,667250.00
june-2024-mci-closed-case-report.pdf,2024-06,90-10 TO 90-24 WINCHESTER BLVD,QUEENS VILLAGE,11428,QUEENS,MM110012OM,CLOSED,06/07/2024,GP,36.23,ARCHITECTURAL FEES,13200.00,13200.00
june-2024-mci-closed-case-report.pdf,2024-06,90-10 TO 90-24 WINCHESTER BLVD,QUEENS VILLAGE,11428,QUEENS,MM110012OM,CLOSED,06/07/2024,GP,36.23,ASBESTOS REMOVAL,41335.00,41335.00
june-2024-mci-closed-case-report.pdf,2024-06,42-37 HAMPTON ST,ELMHURST,11373,QUEENS,LT110016OM,CLOSED,06/27/2024,GP,7.66,EXT/FACADE RESTORATN,196525.00,194067.82
june-2024-mci-closed-case-report.pdf,2024-06,42-37 HAMPTON ST,ELMHURST,11373,QUEENS,LT110016OM,CLOSED,06/27/2024,GP,7.66,WASTE COMPACTOR,12671.00,12671.00
june-2024-mci-closed-case-report.pdf,2024-06,42-37 HAMPTON ST,ELMHURST,11373,QUEENS,LT110016OM,CLOSED,06/27/2024,GP,7.66,HALLWAY DOORS,4300.00,4300.00
june-2024-mci-closed-case-report.pdf,2024-06,42-37 HAMPTON ST,ELMHURST,11373,QUEENS,LT110016OM,CLOSED,06/27/2024,GP,7.66,INTERCOM,15350.00,15350.00
june-2024-mci-closed-case-report.pdf,2024-06,35-42 94TH ST,JACKSON HEIGHTS,11372,QUEENS,MN110021OM,CLOSED,06/13/2024,DE,,VIDEO INTERCOM SYST,18080.00,
june-2024-mci-closed-case-report.pdf,2024-06,42-25 HAMPTON ST,ELMHURST,11373,QUEENS,LT110019OM,CLOSED,06/07/2024,GP,6.4,EXT/FACADE RESTORATN,272425.00,191609.13
june-2024-mci-closed-case-report.pdf,2024-06,42-25 HAMPTON ST,ELMHURST,11373,QUEENS,LT110019OM,CLOSED,06/07/2024,GP,6.4,BACKFLOW PREV DEVICE,25200.00,14799.30
june-2024-mci-closed-case-report.pdf,2024-06,42-25 HAMPTON ST,ELMHURST,11373,QUEENS,LT110019OM,CLOSED,06/07/2024,GP,6.4,INTERCOM,15900.00,15900.00
june-2024-mci-closed-case-report.pdf,2024-06,42-25 HAMPTON ST,ELMHURST,11373,QUEENS,LT110019OM,CLOSED,06/07/2024,GP,6.4,HALLWAY DOORS,4700.00,4700.00
june-2024-mci-closed-case-report.pdf,2024-06,42-25 HAMPTON ST,ELMHURST,11373,QUEENS,LT110019OM,CLOSED,06/07/2024,GP,6.4,MAIN ENTRANCE DOORS,41000.00,17265.00
june-2024-mci-closed-case-report.pdf,2024-06,97-22 57TH AVE,CORONA,11368,QUEENS,HN110108OM,CLOSED,06/26/2024,DE,,MAIN ROOF REPLACE'NT,543944.50,
june-2024-mci-closed-case-report.pdf,2024-06,98-25 65TH RD,REGO PARK,11374,QUEENS,MN130013OM,CLOSED,06/20/2024,GR,9.5,ELEVATOR UPGRADING,154593.80,154593.80
june-2024-mci-closed-case-report.pdf,2024-06,64-34 99TH ST,REGO PARK,11374,QUEENS,MN130019OM,CLOSED,06/06/2024,GR,10.72,ELEVATOR UPGRADING,174459.10,174459.10
may-2025-mci-closed-case-report.pdf,2025-05,465 SHORE RD,LONG BEACH,11561,NASSAU,MO710021OM,CLOSED,05/13/2025,GP,31.02,BALCONY REPLACEMENT,1489863.00,1413245.03
may-2025-mci-closed-case-report.pdf,2025-05,465 SHORE RD,LONG BEACH,11561,NASSAU,MO710021OM,CLOSED,05/13/2025,GP,31.02,ENGINEER FEE,144390.66,0.00
may-2025-mci-closed-case-report.pdf,2025-05,437 TO 439 PELHAM RD,NEW ROCHELLE,10805,WESTCHESTER,NM910011OM,CLOSED,05/23/2025,GR,11.4,BOILER,58000.00,58000.00
may-2025-mci-closed-case-report.pdf,2025-05,437 TO 439 PELHAM RD,NEW ROCHELLE,10805,WESTCHESTER,NM910011OM,CLOSED,05/23/2025,GR,11.4,HOT WATER HEATER,5995.00,5995.00
may-2025-mci-closed-case-report.pdf,2025-05,675 N TERRACE AVE,MOUNT VERNON,10552,WESTCHESTER,MU910028OM,CLOSED,05/29/2025,DE,,REWIRING,16500.00,
may-2025-mci-closed-case-report.pdf,2025-05,675 N TERRACE AVE,MOUNT VERNON,10552,WESTCHESTER,MU910028OM,CLOSED,05/29/2025,DE,,EXT/FACADE RESTORATN,155000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2765 KINGSBRIDGE TER,BRONX,10463,BRONX,LV610019OM,CLOSED,05/02/2025,DE,,NEW ROOF,99000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2908 TO 2910 VALENTINE AVE,BRONX,10458,BRONX,MQ610007OM,CLOSED,05/06/2025,DE,,NEW ROOF,124000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2908 TO 2910 VALENTINE AVE,BRONX,10458,BRONX,MR610011OM,CLOSED,05/14/2025,GP,10.2,GAS REPIPING,297635.88,292350.00
may-2025-mci-closed-case-report.pdf,2025-05,1020 GERARD AVE,BRONX,10452,BRONX,MV610020OM,CLOSED,05/21/2025,GP,17.44,EXT/FACADE RESTORATN,462230.00,431581.00
may-2025-mci-closed-case-report.pdf,2025-05,3034 GRAND CONCOURSE,BRONX,10458,BRONX,LT610028OM,CLOSED,05/02/2025,DE,,NEW ROOF,154000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2300 UNIVERSITY AVE,BRONX,10468,BRONX,MQ610002OM,CLOSED,05/15/2025,GR,13.96,EXT/FACADE RESTORATN,203000.00,203000.00
may-2025-mci-closed-case-report.pdf,2025-05,2785 SEDGWICK AVE,BRONX,10468,BRONX,LU630022OM,CLOSED,05/01/2025,DE,,ROOF,165000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2454 WEBB AVE,BRONX,10468,BRONX,MR610016OM,CLOSED,05/15/2025,GP,1.63,TV/SECURITY SYSTEM,32029.91,31509.91
may-2025-mci-closed-case-report.pdf,2025-05,1354 COMMONWEALTH AVE,BRONX,10472,BRONX,MM610005OM,CLOSED,05/06/2025,DE,,ROOF,117000.00,
may-2025-mci-closed-case-report.pdf,2025-05,320 E 197TH ST,BRONX,10458,BRONX,MU610003OM,CLOSED,05/05/2025,DE,,NEW ROOF,140000.00,
may-2025-mci-closed-case-report.pdf,2025-05,271 E 197TH ST,BRONX,10458,BRONX,MU610010OM,CLOSED,05/07/2025,DE,,NEW ROOF,93000.00,
may-2025-mci-closed-case-report.pdf,2025-05,75 W 190TH ST,BRONX,10468,BRONX,MR610006OM,CLOSED,05/22/2025,DE,,NEW ROOF,235000.00,
may-2025-mci-closed-case-report.pdf,2025-05,2505 AQUEDUCT AVE,BRONX,10468,BRONX,MR610004OM,CLOSED,05/01/2025,DE,,NEW ROOF,137000.00,
may-2025-mci-closed-case-report.pdf,2025-05,1893 TO 1895 ANDREWS AVE S,BRONX,10453,BRONX,MV610016OM,CLOSED,05/16/2025,GP,5.52,ENGINEERING,13530.22,0.00
may-2025-mci-closed-case-report.pdf,2025-05,1893 TO 1895 ANDREWS AVE S,BRONX,10453,BRONX,MV610016OM,CLOSED,05/16/2025,GP,5.52,BOILER,143639.04,141310.29
may-2025-mci-closed-case-report.pdf,2025-05,3215 HOLLAND AVE,BRONX,10467,BRONX,NP610008OM,CLOSED,05/30/2025,DE,,NEW ROOF,105000.00,
may-2025-mci-closed-case-report.pdf,2025-05,1514 SEDGWICK AVE,BRONX,10453,BRONX,MX610007OM,CLOSED,05/30/2025,GP,6.99,BOILER/BURNER,128347.59,126101.49
may-2025-mci-closed-case-report.pdf,2025-05,1514 SEDGWICK AVE,BRONX,10453,BRONX,MX610007OM,CLOSED,05/30/2025,GP,6.99,BOILER ENGIN. FEES,12500.00,0.00
may-2025-mci-closed-case-report.pdf,2025-05,1514 SEDGWICK AVE,BRONX,10453,BRONX,MX610007OM,CLOSED,05/30/2025,GP,6.99,FUEL COMPUTER,72595.00,72595.00
may-2025-mci-closed-case-report.pdf,2025-05,1514 SEDGWICK AVE,BRONX,10453,BRONX,MX610007OM,CLOSED,05/30/2025,GP,6.99,EXT/FACADE RESTORATN,79750.00,78882.00
